Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean,FLUORIDE(mg/l)-Minimum,FLUORIDE(mg/l)-Maximum,FLUORIDE(mg/l)-Mean
1210,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT NANDED""","""MAHARASHTRA""",28,31,29.7,5.1,7.4,6.6,7.4,8.6,8.1,356,954,582,3,7.4,4.4,0.25,4.14,1.52,2,11,3,60,900,165,NA,NA,NA
1209,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT RAHER""","""MAHARASHTRA""",29,31,30.2,4.5,7.1,6.2,7.3,8.8,8.1,408,721,569,3,7,4.5,0.36,3.84,1.81,2,9,3,33,900,194,NA,NA,NA
2157,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT LATUR WATER INTAKE NEAR PUMP HOUSE AT DHAMEGAON.""","""MAHARASHTRA""",21,36,27.4,6.1,7.4,6.8,7,8.4,7.8,348,517,432,2.3,7.4,4.2,0.29,3.05,1.05,2,6,3,50,500,160,NA,NA,NA
2360,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT BASARA, ADILABAD""","""ANDHRA PRADESH""",22,30,26.6,5.2,6.3,5.7,7.5,8.6,8.1,315,804,477,0.2,4,2.2,0.5,4,1.78,6,26,14,145,350,103,NA,NA,NA
2361,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT MANCHERIAL, NEAR RLY BDG B/C OF RALLAVAGU""","""ANDHRA PRADESH""",21,28,24.8,6.5,9.4,8,6.7,8.9,8,347,546,481,0.7,3.6,2.3,0.1,0.7,0.31,2,350,76,220,50,34,NA,NA,NA
2362,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT RAMAGUNDAM DOWNSTREAM,NEAR FCI INTAKE WELL, KARIMNAGAR""","""ANDHRA PRADESH""",21,28,24.8,6.6,12.2,8.6,7.4,9.1,8.2,366,661,522,0.8,6.4,3.1,0.1,0.8,0.3,2,90,26,280,140,85,NA,NA,NA
2363,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT GODAVARIKHANI, NEAR BATHING GHAT, KARIMNAGAR""","""ANDHRA PRADESH""",21,28,24.8,5.4,11.6,7.7,7.4,8.8,8.1,377,717,565,0.9,7.8,4.8,0.11,1.39,0.8,17,500,265,1600,140,84,NA,NA,NA
2364,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT RAMAGUNDAM UPSTREAM ,KARIMNAGAR""","""ANDHRA PRADESH""",21,28,24.6,6.5,8.8,8,7.4,9.1,8.2,348,544,480,0.7,3.5,2.2,0.1,0.7,0.28,2,350,127,210,170,98,NA,NA,NA
2356,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI, DOWNSTREAM OF RAMANUGUNDAM""","""ANDHRA PRADESH""",21,28,24.9,6.5,9.8,7.9,7.5,8.8,8.1,368,591,514,1.2,7.7,3.2,0.08,0.7,0.27,14,80,43,1600,140,83,NA,NA,NA
2365,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT KAMALPUR UPSTREAM M/S APRAYONS LTD. INTAKE WELL, WARANGAL""","""ANDHRA PRADESH""",20,36,26.5,5.5,9.1,6.8,7.2,8.8,7.9,183,458,338,0.5,3,1.7,0.1,0.75,0.23,2,350,98,280,140,76,NA,NA,NA
2366,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT KAMALPUR DOWNSTREAM AT M/S. AP RAYONS LTD. DISCHARGE POINT, WARANGAL""","""ANDHRA PRADESH""",20,37,27.6,4.5,8.3,6.5,7.3,9,8,186,468,342,0,3.5,1.5,0.1,0.82,0.3,2,500,161,240,170,103,NA,NA,NA
13,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT MANCHERIAL""","""ANDHRA PRADESH""",21,28,25.1,6.5,9.9,8.1,7.4,9.1,8.2,347,544,481,0.7,3.6,2.3,0.1,0.6,0.26,12,280,89,500,170,103,NA,NA,NA
2367,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT BHADRACHALAM UPSTREAM BATHING GHAT, KHAMMAM""","""ANDHRA PRADESH""",20,20,20,4.1,7.5,5.5,7.5,8.2,7.7,205,489,331,0.4,1,0.6,0.15,0.34,0.26,4,6,4,1100,140,82,NA,NA,NA
2368,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT BHADRACHALAM DOWNSTREAMBATHING GHAT, KHAMMAM""","""ANDHRA PRADESH""",20,20,20,4.1,7.7,5.7,7,8.3,7.6,206,549,344,0.5,0.9,0.7,0.19,0.42,0.27,4,6,5,1100,312,188,NA,NA,NA
2369,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT BURGAMPAHAD, KHAMMAM""","""ANDHRA PRADESH""",20,20,20,4,7.1,5,6.5,7.8,7.1,407,1119,671,0.5,0.8,0.7,0.22,0.52,0.32,4,6,5,1100,1600,854,NA,NA,NA
2370,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT RAJAMUNDRY UPSTREAM OF NALLA CHANNEL""","""ANDHRA PRADESH""",24.8,29,26.3,5.8,7.2,6.4,7.2,8,7.5,160,371,255,1,1.4,1.1,0.23,3.4,1.74,3,3,3,14,1600,1056,NA,NA,NA
14,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT POLAVARAM""","""ANDHRA PRADESH""",25,28,26.2,6,7.2,6.7,7.4,8.2,7.8,160,345,244,1,1,1,0.44,2.25,1.2,3,3,3,7,1600,1600,NA,NA,NA
1218,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT RAJAHMUNDRY UPSTREAM""","""ANDHRA PRADESH""",24,28,25.6,5.8,7,6.4,7.2,8.5,7.7,168,314,248,1,1.4,1.1,0.37,2.5,1.49,3,4,3,21,1600,1182,NA,NA,NA
2371,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT RAJAMUNDRY DOWNSTREAM OFNALLA CHANNEL""","""ANDHRA PRADESH""",25,29,26.4,6,7,6.2,6.8,7.8,7.4,186,391,268,1,1.5,1.2,1.04,3.52,1.96,3,4,3,39,1600,1600,NA,NA,NA
1219,"""WATER QUALITY OF RIVER- GODAVARI""","""GODAVARI AT RAJAHMUNDRY DOWNSTREAM""","""ANDHRA PRADESH""",20,27.1,25.6,5.8,6.8,6.3,7.2,8.2,7.6,168,813,307,1,1.8,1.3,0.58,3.79,1.9,3,4,3,21,1600,1196,NA,NA,NA
1854,"""WATER QUALITY OF TRIBUTARY STREAMS- INDRAVATI""","""INDRAVATI A/C DANTEWADA RIVER,NELSONNAR, DANTEWADA.""","""CHHATTISGARH""",19,30,25.8,7.6,7.8,7.7,7.5,7.8,7.6,NA,NA,NA,0.8,1.5,1.2,NA,NA,NA,NA,NA,NA,4,1600,1188,NA,NA,NA
1856,"""WATER QUALITY OF TRIBUTARY STREAMS- SHANKNI""","""SHANKNI A/C DANKANI RIVER""","""CHHATTISGARH""",19,30,25.8,7.6,7.8,7.7,7.6,7.8,7.7,NA,NA,NA,0.9,1.6,1.2,NA,NA,NA,NA,NA,NA,4,1600,1380,NA,NA,NA
2673,"""WATER QUALITY OF TRIBUTARY STREAMS- MANJRA""","""MANJRA AT DOWNSTREAM OF LATUR, NEARLATUR- NANDED BRIDGE""","""MAHARASHTRA""",22,34,27.4,2.7,7,6,7.2,8.5,8,368,878,540,3.8,7.6,4.7,0.37,4.97,1.88,2,6,3,70,1400,1200,NA,NA,NA
2374,"""WATER QUALITY OF TRIBUTARY STREAMS- MANJEERA""","""MANJEERA AT GOWDICHARLA B/C WITH NAKKAVAGU""","""ANDHRA PRADESH""",21,29,26.3,4.6,7,6.2,7.6,8.7,8.2,312,630,394,0.9,3.2,1.9,0.3,1.3,0.79,2,36,10,25,1400,1308,NA,NA,NA
2375,"""WATER QUALITY OF TRIBUTARY STREAMS- MANJEERA""","""MANJEERA AT GOWDICHARLA A/CWITH NAKKAVAGU""","""ANDHRA PRADESH""",21,31,26.5,4.6,6.1,5.6,6.9,8.6,7.7,358,1019,652,0.9,5.6,3.2,1,7,3.44,11,80,25,49,1700,1325,NA,NA,NA
1781,"""WATER QUALITY OF TRIBUTARY STREAMS- MANJEERA""","""MANJEERA NR GANAPATHI SUGARS""","""ANDHRA PRADESH""",23,30,26.8,5,6.8,5.8,7.2,8.8,8.1,332,626,421,0.6,4.8,2.2,0.3,2,0.72,6,45,26,95,1100,525,NA,NA,NA
1157,"""WATER QUALITY OF TRIBUTARY STREAMS- MANJERA""","""MANJERA AT RAIPALLU""","""ANDHRA PRADESH""",23,31,26.8,4.8,6.1,5.3,7.4,8.9,8.1,257,604,393,0.8,4,2.2,0.3,2,0.92,4,26,15,65,1100,330,NA,NA,NA
1891,"""WATER QUALITY OF TRIBUTARY STREAMS- MANJIRA""","""MANJIRA AT DOWNSTREAM IN INTAKE POINT TO BIDAR CITY""","""KARNATAKA""",22,31,27.3,7.5,8.3,7.9,6.8,8.3,7.9,NA,NA,NA,1,3.5,2.1,0.1,1.63,0.66,130,1000,489,350,1100,428,NA,NA,NA
1215,"""WATER QUALITY OF TRIBUTARY STREAMS- MANER""","""MANER AT WARANGAL UPSTREAM""","""ANDHRA PRADESH""",27,36,30.5,2.1,9.5,7,7.2,8.4,7.9,214,642,492,0.8,9.5,4.2,0.2,9.82,3,12,1600,543,280,2400,984,NA,NA,NA
1158,"""WATER QUALITY OF TRIBUTARY STREAMS- MANER""","""MANER AT SOMNAPALLI""","""ANDHRA PRADESH""",21,28,24.5,6.4,14.2,8.9,7.2,9.2,8.1,321,512,430,0.8,4,2.6,0.08,2.1,0.3,2,350,96,350,1100,793,NA,NA,NA
2719,"""WATER QUALITY OF TRIBUTARY STREAMS- WARDHA""","""WARDHA AT DOWNSTREAM OF ERAI RIVER,HADASTI, CHANDRAPUR""","""MAHARASHTRA""",18,26,20.2,3.7,6.9,5.5,7.1,8.8,7.8,410,2400,791,4,110,14.9,0.14,26,3.75,22,1600,173,70,8,7,NA,NA,NA
2720,"""WATER QUALITY OF TRIBUTARY STREAMS- WARDHA""","""WARDHA AT UPSTREAM OF ERAI RIVER HADASTI,CHANDRAPUR""","""MAHARASHTRA""",18,26,20.2,3.6,7.4,6,7,8.7,8,456,1560,697,3.6,13.3,6,0.15,14,2.2,14,500,64,30,12,10,NA,NA,NA
2721,"""WATER QUALITY OF TRIBUTARY STREAMS- WARDHA""","""WARDHA AT UPSTREAM OF ACC GHUGGUS.,CHANDRAPUR""","""MAHARASHTRA""",18,26,19,4,7.3,5.9,7,8.9,7.8,352,918,621,3,7.2,5.3,0.42,2.84,1.31,8,170,49,17,140,100,NA,NA,NA
2174,"""WATER QUALITY OF TRIBUTARY STREAMS- WARDHA""","""WARDHA DOWNSTREAM OF ACC GHUGGUS.""","""MAHARASHTRA""",18,28,19.5,3.8,6.7,5.3,7.3,9,7.8,396,992,654,3.6,8.6,6.2,0.15,2.96,1.29,13,170,62,30,240,106,NA,NA,NA
2156,"""WATER QUALITY OF TRIBUTARY STREAMS- WARDHA""","""WARDHA AT CONFLUENCE POINT OFPENGANGA & WARDHA AT JUAD.""","""MAHARASHTRA""",20,20,20,4.6,6.6,5.5,6.7,8.8,7.9,376,1810,893,4,12,6.6,0.14,8.62,2.43,17,170,51,50,340,149,NA,NA,NA
1212,"""WATER QUALITY OF TRIBUTARY STREAMS- WARDHA""","""WARDHA AT RAJURA BRIDGE""","""MAHARASHTRA""",18,20,18.2,4.6,7.3,5.8,7.4,8.8,8,367,770,554,3.2,8.4,5.4,0.14,2.72,1.3,11,220,69,26,260,186,NA,NA,NA
1213,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA AT BALAGHAT""","""MADHYA PRADESH""",17,30,21.5,7.2,8.2,7.8,7.2,7.9,7.6,399,781,505,1,2.8,1.7,0.06,1.9,0.98,NA,NA,NA,11,360,148,NA,NA,NA
1214,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA AT CHINDWARA""","""MADHYA PRADESH""",18,26,22.5,7.4,8.2,7.8,7.3,7.9,7.5,229,1224,495,1.2,2.8,1.9,0.04,3.2,0.99,NA,NA,NA,21,3200,1396,NA,NA,NA
1910,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA A/ C WITH KANHAN""","""MAHARASHTRA""",18,22,21.6,5.1,7.6,6.1,7.3,8.8,8,436,918,562,3,8.7,5.3,0.14,9.72,1.92,11,240,66,70,1600,1160,NA,NA,NA
2173,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA UPSTREAM OF ELLORA PAPER MILL.""","""MAHARASHTRA""",20,26,22.5,4.5,7.4,5.9,7.3,8.6,8,323,690,495,3.3,6.8,5,0.18,3.69,1.24,13,110,69,80,1600,1130,NA,NA,NA
2172,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA DOWNSTREAM OF ELLORA PAPERMILL.""","""MAHARASHTRA""",20,26,23,3.9,6.2,5.3,7.3,8.7,7.9,369,964,541,4,11,6.2,0.19,3.26,1.4,17,170,85,110,1600,238,NA,NA,NA
2175,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA UPSTREAM OF GAURAV PAPER MILLS, NEAR JACKWELL.""","""MAHARASHTRA""",18,20,19.1,4.6,7.1,5.9,7,8.6,7.9,316,928,573,3.4,8.6,5.3,0.43,2.82,1.46,11,130,64,33,900,139,NA,NA,NA
2176,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA DOWNSTREAM OF GAURAV PAPERMILLS, NEAR JACKWELL.""","""MAHARASHTRA""",17,20,18.3,4.1,6.4,5.4,7.4,8.4,7.9,318,990,622,4,12,6.7,0.14,2.88,1.47,17,240,99,50,250,121,NA,NA,NA
11,"""WATER QUALITY OF TRIBUTARY STREAMS- WAINGANGA""","""WAINGANGA AT ASHTI""","""MAHARASHTRA""",17,24,19.7,4.7,7.2,6,6.7,8.8,7.8,405,1021,644,3.6,7.2,5,0.12,3.98,1.34,7,280,84,21,350,163,NA,NA,NA
1908,"""WATER QUALITY OF TRIBUTARY STREAMS- KOLAR""","""KOLAR B/C TO KANHAN AT KAMPTEE""","""MAHARASHTRA""",18,27,22.2,4.5,6.4,5.5,6.5,8.4,7.9,507,1140,740,4,8,5.4,0.13,3.48,1.66,14,170,89,50,300,117,NA,NA,NA
1909,"""WATER QUALITY OF TRIBUTARY STREAMS- KANHAN""","""KANHAN DOWNSTREAM OF NAGPUR""","""MAHARASHTRA""",18,25,21.7,3.1,7.4,5.3,7.1,8.4,7.8,392,1224,688,3.2,11,7.2,0.12,3.2,1.27,14,170,51,50,350,155,NA,NA,NA
2170,"""WATER QUALITY OF TRIBUTARY STREAMS- KANHAN""","""KANHAN UPSTREAM OF M/S VIDHARBHAPAPER MILL, SINORA.""","""MAHARASHTRA""",18,27,20.8,4.4,6.4,5.6,6.8,8.9,7.9,394,892,561,3.8,8,5.6,0.12,4.64,1.48,8,110,55,34,460,81,NA,NA,NA
2171,"""WATER QUALITY OF TRIBUTARY STREAMS- KANHAN""","""KANHAN DOWNSTREAM OF M/S VIDHARBHA PAPER MILL, SINORA.""","""MAHARASHTRA""",18,27,21.9,4.1,5.9,5,6.3,9,7.9,410,918,591,4,9.4,6.6,0.17,4.72,1.68,14,170,82,80,460,100,NA,NA,NA
1913,"""WATER QUALITY OF TRIBUTARY STREAMS- PURNA""","""PURNA AT DHUPESHWAR""","""MAHARASHTRA""",20,25,20.6,3.9,6.3,5.4,7.1,8.8,8.1,552,1872,895,3.8,14,6.9,0.08,4.34,2.14,21,280,91,70,500,194,NA,NA,NA
2700,"""WATER QUALITY OF TRIBUTARY STREAMS- PURNA""","""PURNA NR ACHALPUR-AMRAVATI RD BDG, ASEGAON, CHANDUR BAZAR, AMRAVATI""","""MAHARASHTRA""",18,20,19.6,5.3,6.8,6.2,7.6,8.9,8.4,490,1143,780,4,7.7,4.9,0.94,3.19,2.05,50,130,94,170,350,186,NA,NA,NA
1315,"""WATER QUALITY OF TRIBUTARY STREAMS- NIRA""","""NIRA AT PULGAON COTTON MILL""","""MAHARASHTRA""",18,22,21.2,4.9,7,5.8,7.1,8.8,8,380,886,524,4,8.6,5.9,0.13,3.62,1.39,22,140,63,50,500,235,NA,NA,NA
2372,"""WATER QUALITY OF TRIBUTARY STREAMS- KINNERASANI""","""KINNERASANI A/C OF KTPS ASH POND EFFLUENTS, KHAMMAM""","""ANDHRA PRADESH""",20,20,20,4.6,7.8,5.9,7.3,8,7.7,359,510,431,0.5,1,0.6,0.28,0.41,0.33,4,6,5,1100,280,152,NA,NA,NA
2373,"""WATER QUALITY OF TRIBUTARY STREAMS- SABARI""","""SABARI AT KUNAVARAM, KHAMMAM""","""ANDHRA PRADESH""",20,24,20.3,4.7,8,6.1,6.8,8,7.3,67,232,119,0.4,0.5,0.5,0.02,0.18,0.1,2,2,2,200,500,248,NA,NA,NA
2657,"""WATER QUALITY OF TRIBUTARY STREAMS- BINDUSARA""","""BINDUSARA AT BEED, NR INTAKE WATER PUMP HOUSE DAM""","""MAHARASHTRA""",22,30,26.2,5.6,7.4,6.6,6.8,8.8,7.9,179,2156,861,3,7.4,4.4,0.29,6.36,2.42,2,11,4,33,350,200,NA,NA,NA
2660,"""WATER QUALITY OF TRIBUTARY STREAMS- DARNA""","""DARNA AT CHEHEDI PUMPING ST,""","""MAHARASHTRA""",25,26,25.7,5.7,7.1,6.2,7.1,8.1,7.7,195,659,330,2.4,7,5,0.36,4.8,1.13,8,22,15,22,350,184,NA,NA,NA
2661,"""WATER QUALITY OF TRIBUTARY STREAMS- DARNA""","""DARNA ASWALI (DARNA DAM), LGATPURI, NASHIK""","""MAHARASHTRA""",20,29,25.1,4.3,7,6.2,7.2,8.4,7.6,170,704,267,2.2,6,4.6,0.03,4.26,1.06,7,22,11,11,350,178,NA,NA,NA
2662,"""WATER QUALITY OF TRIBUTARY STREAMS- DARNA""","""DARNA AT MES SITE PUMPINGSTATION, BHAGUR, NASHIK""","""MAHARASHTRA""",24,26,25.1,5.1,7.2,6.3,7.2,8.8,7.8,156,283,197,2,10,4.2,0.07,3.81,1.27,8,50,18,21,350,145,NA,NA,NA
2663,"""WATER QUALITY OF TRIBUTARY STREAMS- DARNA""","""DARNA RIVER AT BHAGUR PUMPINGSTATION NR PANDHURLI BDG, BHAGUR, NASHIK""","""MAHARASHTRA""",24,27,25.2,5.8,6.7,6.4,7.2,8.1,7.7,164,512,261,2.2,6,3.9,0.41,4.1,1.44,9,17,13,26,500,245,NA,NA,NA
2664,"""WATER QUALITY OF TRIBUTARY STREAMS- DARNA""","""DARNA AT SANSARI , NASHIK""","""MAHARASHTRA""",24,26,25.4,3,7.3,6.1,7.2,7.9,7.6,156,401,287,2,12,5,0.63,5.41,1.87,7,26,16,26,900,284,NA,NA,NA
2697,"""WATER QUALITY OF TRIBUTARY STREAMS- PENGANGA""","""PENGANGA NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL""","""MAHARASHTRA""",20,20,20,4.7,6.8,5.7,7.4,8.8,7.9,392,1489,760,3.4,15,5.6,0.12,5.3,1.78,4,130,34,14,300,224,NA,NA,NA
2698,"""WATER QUALITY OF TRIBUTARY STREAMS- PENGANGA""","""PENGANGA DOWNSTREAM OF ISAPUR DAM,ISAPUR, PUSAD, YAVATMAL""","""MAHARASHTRA""",16,28,20.2,4.7,7.2,6,6.6,8.8,7.8,512,1540,780,3.2,9.4,5.5,0.82,5.62,1.49,8,90,32,17,500,207,NA,NA,NA
2699,"""WATER QUALITY OF TRIBUTARY STREAMS- PENGANGA""","""PENGANGA AT MEHKAR- BULDANA AD BRIDGE AT MEHKAR, BULDHANA.""","""MAHARASHTRA""",20,25,21.9,3.1,6.5,5.2,7,8.9,7.9,590,996,791,4,11,6.3,0.06,4.46,2.15,40,300,137,90,1400,1250,NA,NA,NA
2722,"""WATER QUALITY OF TRIBUTARY STREAMS- WENA""","""WENA AT UPSTREAM OF MOHATA MILLS, NR RLY BDG, HINGANGHAT""","""MAHARASHTRA""",18,25,20,4.9,7,5.9,7.1,8.7,8.1,393,838,565,3.4,6.9,5,0.1,3.62,1.43,22,50,34,60,200,200,NA,NA,NA
2723,"""WATER QUALITY OF TRIBUTARY STREAMS- WENA""","""WENA AT DOWNSTREAM MOHATA MILLS, NR RD BRG ON HINGANGHAT-WADNER RD""","""MAHARASHTRA""",19,26,20.8,3.2,6.2,5.1,6.5,8.7,8,360,918,639,4.2,12,6.8,0.1,4.82,1.65,30,110,62,60,240,113,NA,NA,NA
1194,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT MAHABALESHWAR DHOMDAM NEAR KOINA DAM""","""MAHARASHTRA""",20.2,27.5,22.5,5.4,6.3,6,7.1,8.3,7.8,99,385,154,1.8,4.5,2.8,0.02,0.7,0.21,11,260,102,50,60,38,NA,NA,NA
1153,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT RAJAPUR WEIR""","""MAHARASHTRA""",20,31,23.6,1.7,7.8,5.9,7,8.6,7.7,125,839,433,1.8,9.6,3.8,0.43,2.86,1.25,2,17,5,60,60,30,NA,NA,NA
36,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT KRISHNA BRIDGE, KARAD""","""MAHARASHTRA""",20.1,29,23.4,4.3,6.4,5.1,7.2,8.2,7.8,190,459,297,1.8,10.5,5.8,0.14,1.2,0.43,17,425,211,425,110,44,NA,NA,NA
1906,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA DOWNSTREAM OF ISLAMPUR""","""MAHARASHTRA""",20,29,24.3,4.4,7.3,6.5,7.2,8.7,8,271,879,459,2,6.5,2.9,0.09,2.16,1.1,2,140,16,4,50,36,NA,NA,NA
37,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT SANGLI""","""MAHARASHTRA""",20,28,23.7,4.6,7.5,6.5,7.3,8.7,8,260,899,573,1.8,7.5,3.2,0,3.05,0.98,4,4,4,110,60,40,NA,NA,NA
1310,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT KURUNDWAD INKOLHAPUR,MAHARASHTRA""","""MAHARASHTRA""",20,30,23.7,2.8,7.4,5.9,6.9,8.6,7.9,220,764,477,2,6.5,3.2,0.14,2.78,1.46,2,6,4,90,500,96,NA,NA,NA
2187,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA RIVER AT KSHETRA MAHULI.""","""MAHARASHTRA""",19.5,21.9,20.7,4.6,5.8,5.3,7.5,8.5,8,274,680,457,3,8,5.3,0.14,3.1,0.61,30,360,205,425,220,81,NA,NA,NA
2188,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA RIVER AT KRISHNA-VENNASANGAM AT MAHULI.""","""MAHARASHTRA""",19.2,22.1,20.4,4.6,6,5.2,7,8.5,7.8,281,572,430,3,8.4,5.6,0.12,3.7,0.64,50,350,217,350,900,346,NA,NA,NA
2190,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA RIVER AT WAI.""","""MAHARASHTRA""",20.2,27,22.6,4.4,6,5.2,7.1,8.2,7.8,207,500,304,2.6,8,5.5,0.11,2,0.44,75,275,140,425,170,110,NA,NA,NA
1182,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT UPSTREAM OF UGARKHURDBARRAGE,KARNATAKA""","""KARNATAKA""",23,30,27.1,5.8,9,7.4,7.7,8.3,8.1,190,980,666,0.4,3.2,1.4,3.55,12.84,7.28,80,900,470,170,350,182,NA,NA,NA
1889,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA - ANKALI BRIDGE ALONGCHIKKODI KAGWAD ROAD""","""KARNATAKA""",24,29,26,6.3,9,7.3,7.7,8.5,8.1,190,1090,595,0.5,3.2,1.5,3.8,11.15,7.45,80,900,671,140,1800,873,NA,NA,NA
1181,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT DOWNSTREAM OF NARAYANPURADAM,KARNATAKA""","""KARNATAKA""",25,34,29.2,5.7,7,6.6,7.7,8.7,8.1,NA,NA,NA,1,1.7,1.2,0.08,0.4,0.21,40,900,192,70,500,148,NA,NA,NA
1028,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT TINTINI BRIDGE""","""KARNATAKA""",26,31,28,7,7.8,7.3,7.6,8.5,8.2,NA,NA,NA,1,2.8,1.4,0.09,0.47,0.3,17,600,222,50,1800,1335,NA,NA,NA
1170,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT DOWNSTREAM DEVASAGAR BDG""","""KARNATAKA""",28,31,28.9,7,7.6,7.3,7.7,8.4,8.2,NA,NA,NA,1,16,3,0.1,0.69,0.38,120,9000,1586,440,170,129,NA,NA,NA
2781,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT DOWNSTREAM OF ALAMATTI DAM""","""KARNATAKA""",26,34,29.3,5.8,7.6,6.7,7.5,8.7,8,NA,NA,NA,1,1.8,1.2,0.1,0.36,0.24,50,500,205,170,140,121,NA,NA,NA
1784,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT THANGADI ,MAHABOOBNAGAR DIST., A.P""","""ANDHRA PRADESH""",26,37,31.5,6.9,13.8,9.1,7.3,8.5,8,332,996,755,0.9,7.3,3.1,0.07,0.9,0.41,11,90,42,1600,170,119,NA,NA,NA
39,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT GADWAL BRIDGE, A.P.""","""ANDHRA PRADESH""",25,37,30.8,6.2,15.8,9.1,7.4,8.7,8.1,340,1038,795,0.7,7.9,3.2,0.1,0.74,0.43,2,22,12,240,1800,1394,NA,NA,NA
1175,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA A/C WITH TUNGABHADRA,SANGAMESHWARAM A.P.""","""ANDHRA PRADESH""",24,32,26.9,5.8,7.1,6.6,7.5,8.2,7.9,269,780,466,2.4,3.2,2.7,0.6,1.4,1.11,80,210,130,920,1800,1354,NA,NA,NA
1465,""" WATER QUALITY OF RIVER- KRISHNA""","""KRISHNA AT WADAPALLY AFTER CONFL. WITH R. MUSI, A.P.(SHIFTED FROM 1220)""","""ANDHRA PRADESH""",26,31,27.8,4.5,5.9,5.1,7.9,8.7,8.4,377,1154,687,1.2,4.8,2.9,0.5,2,1.07,14,36,24,105,1800,1257,NA,NA,NA
